 ,Area,Mean,Min,Max
1671,11,68.000,64,70
1672,10,64.900,61,68
1673,20,96.950,91,102
1674,17,86.824,81,92
1675,4,66.250,65,69
1676,5,63.200,62,65
1677,37,72.946,68,81
1678,5,89.000,88,90
1679,39,91.821,79,107
1680,24,98.583,81,120
1681,7,86.000,82,87
1682,12,90.750,88,94
1683,8,85.625,80,88
1684,10,93.200,89,97
1685,11,102.091,54,142
1686,21,80.381,77,83
1687,27,95.111,87,102
1688,8,94.750,86,103
1689,11,84.455,82,88
1690,8,73.750,71,78
1691,29,92.000,81,103
1692,35,87.914,80,95
1693,14,97.357,94,100
1694,30,84.867,80,92
1695,18,121.944,75,151
1696,6,82.333,80,85
1697,38,97.211,82,109
1698,5,85.000,82,87
1699,9,86.889,82,92
1700,17,76.882,74,79
1701,27,95.185,85,105
1702,32,87.000,77,102
1703,10,83.200,82,86
1704,23,97.174,87,116
1705,36,97.111,84,114
1706,4,69.250,69,70
1707,22,77.591,73,82
1708,4,86.750,86,88
1709,30,77.667,73,83
1710,6,79.333,77,81
1711,19,81.000,74,86
1712,26,91.962,84,99
1713,4,80.750,80,82
1714,22,86.591,79,98
1715,5,74.000,73,75
1716,7,98.571,66,131
1717,4,93.000,88,97
1718,4,81.500,78,84
1719,7,76.571,73,78
1720,5,75.600,75,77
1721,22,85.045,80,89
1722,14,76.071,73,79
1723,7,118.429,62,151
1724,8,91.000,87,95
1725,15,89.067,85,93
1726,12,89.667,87,94
1727,12,76.083,71,80
1728,25,83.640,80,90
1729,6,72.833,71,75
1730,13,96.000,90,102
1731,40,108.700,87,129
1732,12,74.750,72,76
1733,5,120.600,116,125
1734,32,96.000,84,105
1735,21,84.238,80,89
1736,15,77.533,75,82
1737,5,80.400,80,81
1738,18,81.833,77,86
1739,17,86.824,83,91
1740,8,69.375,64,74
1741,9,92.889,87,96
1742,8,93.375,90,95
1743,31,87.097,79,96
1744,21,79.810,74,85
1745,8,73.375,72,75
1746,35,89.343,78,100
1747,25,86.360,79,93
1748,5,88.600,87,90
1749,5,72.400,69,76
1750,36,92.722,74,116
1751,13,67.615,64,72
1752,10,78.700,73,85
1753,7,65.429,61,68
1754,38,90.579,80,104
1755,16,86.062,80,92
1756,34,82.765,75,87
1757,39,89.692,74,102
1758,15,80.800,77,84
1759,12,112.083,99,120
1760,14,81.214,77,85
1761,17,106.882,60,146
1762,6,64.167,62,65
1763,15,82.200,76,86
1764,31,87.097,75,101
1765,28,74.250,72,78
1766,9,87.111,82,91
1767,20,86.600,81,90
1768,23,76.174,74,79
1769,34,93.265,80,109
1770,27,84.667,75,95
1771,37,104.405,81,124
1772,28,85.536,77,94
1773,32,88.031,80,94
1774,8,77.875,77,79
1775,40,114.125,109,117
1776,24,84.000,77,91
1777,7,78.429,77,80
1778,4,77.250,77,78
1779,26,86.423,79,96
1780,32,85.375,77,94
1781,37,91.514,76,103
1782,4,75.250,73,77
1783,4,63.000,62,65
1784,5,78.400,77,81
1785,8,72.375,72,73
1786,28,167.857,148,183
1787,21,83.000,72,90
1788,21,88.238,83,92
1789,37,89.216,78,99
1790,36,86.167,78,95
1791,19,82.105,78,89
1792,18,85.222,77,92
1793,6,78.167,77,80
1794,39,88.410,81,95
1795,6,104.833,75,135
1796,19,86.105,77,95
1797,4,78.000,77,79
1798,13,84.846,76,94
1799,23,80.826,75,86
1800,22,79.091,73,84
1801,14,82.857,77,89
1802,11,80.545,79,82
1803,16,83.188,74,91
1804,36,90.028,75,104
1805,40,109.875,105,114
1806,40,78.650,69,86
1807,21,87.286,81,96
1808,13,75.769,73,79
1809,5,97.800,95,100
1810,16,99.375,90,105
1811,10,86.900,83,91
1812,31,83.226,76,90
1813,37,79.568,75,85
1814,4,81.250,80,82
1815,36,87.167,81,93
1816,33,91.333,79,109
1817,17,70.765,68,75
1818,39,90.385,80,101
1819,6,84.667,82,87
1820,37,96.865,80,113
1821,25,83.800,77,92
1822,5,86.400,82,90
